date;CF1 Index;DM1 Index;EO1 Index;ES1 Index;FA1 Index;FFB1 Index;FFD1 Index;FT1 Index;GX1 Index;HC1 Index;HI1 Index;HWA1 Index;HWB1 Index;IB1 Index;IFB1 Index;IFD1 Index;KM1 Index;MES1 Index;MX1 Index;NH1 Index;NI1 Index;NK1 Index;NO1 Index;NQ1 Index;PT1 Index;RTY1 Index;SM1 Index;ST1 Index;TP1 Index;UX1 Index;VG1 Index;XB1 Index;XP1 Index;Z 1 Index
1988-03-31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1988-04-05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1988-04-06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1988-04-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1988-04-08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1988-04-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1988-04-12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1988-04-13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1988-04-14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1988-04-15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1988-04-18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1988-04-19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1988-04-20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1988-04-21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1988-04-22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1988-04-25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1988-04-26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1988-04-27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1988-04-28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1988-04-29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1988-05-03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1988-05-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1988-05-05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1988-05-06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1988-05-09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1988-05-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1988-05-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1988-05-12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1988-05-13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1988-05-16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1988-05-17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1988-05-18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1988-05-19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1988-05-20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1988-05-23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1988-05-24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1988-05-25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1988-05-26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1988-05-27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1988-05-31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1988-06-01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1988-06-02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1988-06-03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1988-06-06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1988-06-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1988-06-08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1988-06-09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1988-06-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1988-06-13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1988-06-14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1988-06-15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1988-06-16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1988-06-17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1988-06-20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1988-06-21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1988-06-22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1988-06-23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1988-06-24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1988-06-27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1988-06-28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1988-06-29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1988-06-30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1988-07-01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1988-07-05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1988-07-06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1988-07-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1988-07-08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1988-07-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1988-07-12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1988-07-13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1988-07-14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1988-07-15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1988-07-18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1988-07-19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1988-07-20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1988-07-21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1988-07-22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1988-07-25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1988-07-26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1988-07-27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1988-07-28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1988-07-29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1988-08-01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1988-08-02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1988-08-03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1988-08-04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1988-08-05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1988-08-08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1988-08-09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1988-08-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1988-08-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1988-08-12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1988-08-15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1988-08-16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1988-08-17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1988-08-18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1988-08-19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1988-08-22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1988-08-23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1988-08-24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1988-08-25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1988-08-26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1988-08-30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1988-08-31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1988-09-01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1988-09-02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1988-09-06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1988-09-07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1988-09-08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1988-09-09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1988-09-12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1988-09-13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1988-09-14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1988-09-15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1988-09-16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1988-09-19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1988-09-20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1988-09-21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1988-09-22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1988-09-23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1988-09-26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1988-09-27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1988-09-28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1988-09-29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1988-09-30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1988-10-03;;;;;;;;;;;;;;;;;;;;;;2732063748.5970817;;;;;;;;;;;;0.0
1988-10-04;;;;;;;;;;;;;;;;;;;;;;2820679873.930662;;;;;;;;;;;;0.0
1988-10-05;;;;;;;;;;;;;;;;;;;;;;2996787265.917603;;;;;;;;;;;;0.0
1988-10-06;;;;;;;;;;;;;;;;;;;;;;3094651825.20051;;;;;;;;;;;;0.0
1988-10-07;;;;;;;;;;;;;;;;;;;;;;3305088072.018004;;;;;;;;;;;;0.0
1988-10-10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1988-10-11;;;;;;;;;;;;;;;;;;;;;;3161094377.0504313;;;;;;;;;;;;0.0
1988-10-12;;;;;;;;;;;;;;;;;;;;;;3284954249.3796525;;;;;;;;;;;;0.0
1988-10-13;;;;;;;;;;;;;;;;;;;;;;3306670311.645708;;;;;;;;;;;;0.0
1988-10-14;;;;;;;;;;;;;;;;;;;;;;3266176327.1726303;;;;;;;;;;;;0.0
1988-10-17;;;;;;;;;;;;;;;;;;;;;;3355066153.3626647;;;;;;;;;;;;0.0
1988-10-18;;;;;;;;;;;;;;;;;;;;;;3367380753.138076;;;;;;;;;;;;0.0
1988-10-19;;;;;;;;;;;;;;;;;;;;;;3424928201.0997643;;;;;;;;;;;;0.0
1988-10-20;;;;;;;;;;;;;;;;;;;;;;3384188207.5471697;;;;;;;;;;;;0.0
1988-10-21;;;;;;;;;;;;;;;;;;;;;;3396604986.1495843;;;;;;;;;;;;0.0
1988-10-24;;;;;;;;;;;;;;;;;;;;;;3421861704.6440115;;;;;;;;;;;;0.0
1988-10-25;;;;;;;;;;;;;;;;;;;;;;3464982162.588793;;;;;;;;;;;;0.0
1988-10-26;;;;;;;;;;;;;;;;;;;;;;3556282816.229117;;;;;;;;;;;;0.0
1988-10-27;;;;;;;;;;;;;;;;;;;;;;3875507942.811755;;;;;;;;;;;;0.0
1988-10-28;;;;;;;;;;;;;;;;;;;;;;3392672705.6019073;;;;;;;;;;;;0.0
1988-10-31;;;;;;;;;;;;;;;;;;;;;;3453121274.9003983;;;;;;;;;;;;0.0
1988-11-01;;;;;;;;;;;;;;;;;;;;;;3267897047.0869913;;;;;;;;;;;;0.0
1988-11-02;;;;;;;;;;;;;;;;;;;;;;3122499197.4317822;;;;;;;;;;;;0.0
1988-11-03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1988-11-04;;;;;;;;;;;;;;;;;;;;;;3086527928.5030327;;;;;;;;;;;;0.0
1988-11-07;;;;;;;;;;;;;;;;;;;;;;3072927036.5618987;;;;;;;;;;;;0.0
1988-11-08;;;;;;;;;;;;;;;;;;;;;;3022068009.8749704;;;;;;;;;;;;0.0
1988-11-09;;;;;;;;;;;;;;;;;;;;;;3054197183.098592;;;;;;;;;;;;0.0
1988-11-10;;;;;;;;;;;;;;;;;;;;;;2976249233.7473783;;;;;;;;;;;;0.0
1988-11-11;;;;;;;;;;;;;;;;;;;;;;2982251169.5434747;;;;;;;;;;;;0.0
1988-11-14;;;;;;;;;;;;;;;;;;;;;;3020937049.339707;;;;;;;;;;;;0.0
1988-11-15;;;;;;;;;;;;;;;;;;;;;;2701492869.875223;;;;;;;;;;;;0.0
1988-11-16;;;;;;;;;;;;;;;;;;;;;;2537037127.7029786;;;;;;;;;;;;0.0
1988-11-17;;;;;;;;;;;;;;;;;;;;;;2626658518.699584;;;;;;;;;;;;0.0
1988-11-18;;;;;;;;;;;;;;;;;;;;;;2611747900.5299635;;;;;;;;;;;;0.0
1988-11-21;;;;;;;;;;;;;;;;;;;;;;2574822960.2296023;;;;;;;;;;;;0.0
1988-11-22;;;;;;;;;;;;;;;;;;;;;;2369574948.4960856;;;;;;;;;;;;0.0
1988-11-23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1988-11-24;;;;;;;;;;;;;;;;;;;;;;2387481450.9480624;;;;;;;;;;;;0.0
1988-11-25;;;;;;;;;;;;;;;;;;;;;;2061070024.772915;;;;;;;;;;;;0.0
1988-11-28;;;;;;;;;;;;;;;;;;;;;;1714113402.0618558;;;;;;;;;;;;0.0
1988-11-29;;;;;;;;;;;;;;;;;;;;;;1506191769.5473251;;;;;;;;;;;;0.0
1988-11-30;;;;;;;;;;;;;;;;;;;;;;1404482362.5922887;;;;;;;;;;;;0.0
1988-12-01;;;;;;;;;;;;;;;;;;;;;;1334470065.7894735;;;;;;;;;;;;0.0
1988-12-02;;;;;;;;;;;;;;;;;;;;;;1294772701.0784554;;;;;;;;;;;;0.0
1988-12-05;;;;;;;;;;;;;;;;;;;;;;2621005432.098766;;;;;;;;;;;;0.0
1988-12-06;;;;;;;;;;;;;;;;;;;;;;2824457166.324435;;;;;;;;;;;;0.0
1988-12-07;;;;;;;;;;;;;;;;;;;;;;2864428421.0526314;;;;;;;;;;;;0.0
1988-12-08;;;;;;;;;;;;;;;;;;;;;;3009415844.007506;;;;;;;;;;;;0.0
1988-12-09;;;;;;;;;;;;;;;;;;;;;;3342354229.6689825;;;;;;;;;;;;0.0
1988-12-12;;;;;;;;;;;;;;;;;;;;;;3191393732.1937327;;;;;;;;;;;;0.0
1988-12-13;;;;;;;;;;;;;;;;;;;;;;3346318311.002842;;;;;;;;;;;;0.0
1988-12-14;;;;;;;;;;;;;;;;;;;;;;3466189389.617798;;;;;;;;;;;;0.0
1988-12-15;;;;;;;;;;;;;;;;;;;;;;3440965226.5542674;;;;;;;;;;;;0.0
1988-12-16;;;;;;;;;;;;;;;;;;;;;;3388990441.767068;;;;;;;;;;;;0.0
1988-12-19;;;;;;;;;;;;;;;;;;;;;;3626588315.874295;;;;;;;;;;;;0.0
1988-12-20;;;;;;;;;;;;;;;;;;;;;;3394896482.813749;;;;;;;;;;;;0.0
1988-12-21;;;;;;;;;;;;;;;;;;;;;;3781333172.496985;;;;;;;;;;;;0.0
1988-12-22;;;;;;;;;;;;;;;;;;;;;;3598879961.5107055;;;;;;;;;;;;0.0
1988-12-23;;;;;;;;;;;;;;;;;;;;;;3690553944.7336802;;;;;;;;;;;;0.0
1988-12-26;;;;;;;;;;;;;;;;;;;;;;3500938325.9911895;;;;;;;;;;;;
1988-12-27;;;;;;;;;;;;;;;;;;;;;;3422874809.771726;;;;;;;;;;;;
1988-12-28;;;;;;;;;;;;;;;;;;;;;;3538778467.908903;;;;;;;;;;;;0.0
1988-12-29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1988-12-30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1989-01-03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1989-01-04;;;;;;;;;;;;;;;;;;;;;;3437680687.7249103;;;;;;;;;;;;0.0
1989-01-05;;;;;;;;;;;;;;;;;;;;;;3591801576.558643;;;;;;;;;;;;0.0
1989-01-06;;;;;;;;;;;;;;;;;;;;;;3721469278.1551094;;;;;;;;;;;;0.0
1989-01-09;;;;;;;;;;;;;;;;;;;;;;3548933175.168051;;;;;;;;;;;;0.0
1989-01-10;;;;;;;;;;;;;;;;;;;;;;3577507521.7735553;;;;;;;;;;;;0.0
1989-01-11;;;;;;;;;;;;;;;;;;;;;;3554597320.225165;;;;;;;;;;;;0.0
1989-01-12;;;;;;;;;;;;;;;;;;;;;;3444952048.823016;;;;;;;;;;;;0.0
1989-01-13;;;;;;;;;;;;;;;;;;;;;;3393712707.1823206;;;;;;;;;;;;0.0
1989-01-16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1989-01-17;;;;;;;;;;;;;;;;;;;;;;3378158356.1643834;;;;;;;;;;;;0.0
1989-01-18;;;;;;;;;;;;;;;;;;;;;;3427558443.5797668;;;;;;;;;;;;0.0
1989-01-19;;;;;;;;;;;;;;;;;;;;;;3651716422.5134926;;;;;;;;;;;;0.0
1989-01-20;;;;;;;;;;;;;;;;;;;;;;3997115459.5774536;;;;;;;;;;;;0.0
1989-01-23;;;;;;;;;;;;;;;;;;;;;;4015477934.2723007;;;;;;;;;;;;0.0
1989-01-24;;;;;;;;;;;;;;;;;;;;;;3990620446.533489;;;;;;;;;;;;0.0
1989-01-25;;;;;;;;;;;;;;;;;;;;;;3864417521.334064;;;;;;;;;;;;0.0
1989-01-26;;;;;;;;;;;;;;;;;;;;;;3662285758.8763165;;;;;;;;;;;;0.0
1989-01-27;;;;;;;;;;;;;;;;;;;;;;3611536675.9517174;;;;;;;;;;;;0.0
1989-01-30;;;;;;;;;;;;;;;;;;;;;;3432521608.040201;;;;;;;;;;;;0.0
1989-01-31;;;;;;;;;;;;;;;;;;;;;;3412992183.908046;;;;;;;;;;;;0.0
1989-02-01;;;;;;;;;;;;;;;;;;;;;;3524137500.0;;;;;;;;;;;;0.0
1989-02-02;;;;;;;;;;;;;;;;;;;;;;3381579713.5114207;;;;;;;;;;;;0.0
1989-02-03;;;;;;;;;;;;;;;;;;;;;;3253951561.897416;;;;;;;;;;;;0.0
1989-02-06;;;;;;;;;;;;;;;;;;;;;;3037631237.9483223;;;;;;;;;;;;0.0
1989-02-07;;;;;;;;;;;;;;;;;;;;;;3066314873.540104;;;;;;;;;;;;0.0
1989-02-08;;;;;;;;;;;;;;;;;;;;;;2883734567.9012346;;;;;;;;;;;;0.0
1989-02-09;;;;;;;;;;;;;;;;;;;;;;2712382952.2476277;;;;;;;;;;;;0.0
1989-02-10;;;;;;;;;;;;;;;;;;;;;;2614423534.90544;;;;;;;;;;;;0.0
1989-02-13;;;;;;;;;;;;;;;;;;;;;;2444328037.3831778;;;;;;;;;;;;0.0
1989-02-14;;;;;;;;;;;;;;;;;;;;;;2432121597.0961885;;;;;;;;;;;;0.0
1989-02-15;;;;;;;;;;;;;;;;;;;;;;2323008227.848101;;;;;;;;;;;;0.0
1989-02-16;;;;;;;;;;;;;;;;;;;;;;2270212159.5946803;;;;;;;;;;;;0.0
1989-02-17;;;;;;;;;;;;;;;;;;;;;;2214134789.5154886;;;;;;;;;;;;0.0
1989-02-20;;;;;;;;;;;;;;;;;;;;;;2151925691.6996045;;;;;;;;;;;;0.0
1989-02-21;;;;;;;;;;;;;;;;;;;;;;2114779802.7613413;;;;;;;;;;;;0.0
1989-02-22;;;;;;;;;;;;;;;;;;;;;;2083164717.9649236;;;;;;;;;;;;0.0
1989-02-23;;;;;;;;;;;;;;;;;;;;;;2036160142.630745;;;;;;;;;;;;0.0
1989-02-24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1989-02-27;;;;;;;;;;;;;;;;;;;;;;1966328933.84968;;;;;;;;;;;;0.0
1989-02-28;;;;;;;;;;;;;;;;;;;;;;1826065263.6557107;;;;;;;;;;;;0.0
1989-03-01;;;;;;;;;;;;;;;;;;;;;;1673022326.3075721;;;;;;;;;;;;0.0
1989-03-02;;;;;;;;;;;;;;;;;;;;;;1608139025.7252326;;;;;;;;;;;;0.0
1989-03-03;;;;;;;;;;;;;;;;;;;;;;3525538762.725137;;;;;;;;;;;;0.0
1989-03-06;;;;;;;;;;;;;;;;;;;;;;3501552502.910361;;;;;;;;;;;;0.0
1989-03-07;;;;;;;;;;;;;;;;;;;;;;3757628553.6740713;;;;;;;;;;;;0.0
1989-03-08;;;;;;;;;;;;;;;;;;;;;;3780663014.7630153;;;;;;;;;;;;0.0
1989-03-09;;;;;;;;;;;;;;;;;;;;;;3880468035.6450987;;;;;;;;;;;;0.0
1989-03-10;;;;;;;;;;;;;;;;;;;;;;3924942857.142857;;;;;;;;;;;;0.0
1989-03-13;;;;;;;;;;;;;;;;;;;;;;4008682245.149369;;;;;;;;;;;;0.0
1989-03-14;;;;;;;;;;;;;;;;;;;;;;4103449336.829118;;;;;;;;;;;;0.0
1989-03-15;;;;;;;;;;;;;;;;;;;;;;4057273277.1822357;;;;;;;;;;;;0.0
1989-03-16;;;;;;;;;;;;;;;;;;;;;;4257040466.3923182;;;;;;;;;;;;0.0
1989-03-17;;;;;;;;;;;;;;;;;;;;;;4275258510.638298;;;;;;;;;;;;0.0
1989-03-20;;;;;;;;;;;;;;;;;;;;;;4327053151.100987;;;;;;;;;;;;0.0
1989-03-21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0
1989-03-22;;;;;;;;;;;;;;;;;;;;;;4334424399.542508;;;;;;;;;;;;0.0
1989-03-23;;;;;;;;;;;;;;;;;;;;;;4438108841.463415;;;;;;;;;;;;0.0
1989-03-24;;;;;;;;;;;;;;;;;;;;;;4471735285.171103;;;;;;;;;;;;
1989-03-27;;;;;;;;;;;;;;;;;;;;;;4544602110.022608;;;;;;;;;;;;
1989-03-28;;;;;;;;;;;;;;;;;;;;;;4445000601.14217;;;;;;;;;;;;0.0
1989-03-29;;;;;;;;;;;;;;;;;;;;;;4079106828.2767444;;;;;;;;;;;;0.0
1989-03-30;;;;;;;;;;;;;;;;;;;;;;4100972696.5024447;;;;;;;;;;;;0.0
1989-03-31;;;;;;;;;;;;;;;;;;;;;;4243065752.805603;;;;;;;;;;;;0.0
1989-04-03;;;;;;;;;;;;;;;;;;;;;;4037677773.5706167;;;;;;;;;;;;0.0
1989-04-04;;;;;;;;;;;;;;;;;;;;;;4033446506.3001146;;;;;;;;;;;;0.0
1989-04-05;;;;;;;;;;;;;;;;;;;;;;4076910470.4097114;;;;;;;;;;;;0.0
1989-04-06;;;;;;;;;;;;;;;;;;;;;;4390640036.38293;;;;;;;;;;;;0.0
1989-04-07;;;;;;;;;;;;;;;;;;;;;;4324691959.229898;;;;;;;;;;;;0.0
1989-04-10;;;;;;;;;;;;;;;;;;;;;;4434921284.7772;;;;;;;;;;;;0.0
1989-04-11;;;;;;;;;;;;;;;;;;;;;;4408229378.531074;;;;;;;;;;;;0.0
